doctor_id,name,specialty,department
626,Bhavana Krishnan,Gastroenterology,OPD
627,Siddharth Sehgal,Gastroenterology,OPD
628,Vivek Srivastava,Nephrology,Diagnostics
629,Chitra Wadhwa,Oncology,OPD
630,Anita Nair,ENT,Rehab
631,Sneha Saxena,Cardiology,OPD
632,Madhav Menon,Gastroenterology,ICU
633,Prakash Bajaj,Cardiology,Surgery
634,Charu Grover,Orthopedics,Rehab
635,Farhan Patel,Dermatology,Diagnostics
636,Sneha Das,Oncology,Radiology
637,Rohit Dutta,Gastroenterology,Pathology
638,Gayatri Tandon,Cardiology,Pathology
639,Sarita Sen,Neurology,Rehab
640,Suresh Gill,Neurology,Diagnostics
641,Sarita Chakraborty,Dermatology,Surgery
642,Shyam Tripathi,Oncology,Emergency
643,Saira Sharma,Oncology,OPD
644,Anita Sethi,ENT,Emergency
645,Krishna Pillai,Neurology,Radiology
646,Preeti Mishra,Pulmonology,Radiology
647,Vikram Menon,Dermatology,Rehab
648,Shalini Chakraborty,Orthopedics,Radiology
649,Aditya Hooda,Oncology,Radiology
650,Tarun Puri,ENT,Radiology
651,Rajesh Luthra,Pediatrics,Diagnostics
652,Aditya Dutta,Pulmonology,ICU
653,Kiran Kapoor,Pediatrics,Emergency
654,Kiran Ghosh,Pediatrics,Diagnostics
655,Bhavna Tiwari,Pulmonology,Rehab
656,Bhavna Bahl,ENT,OPD
657,Sanjay Bhattacharya,Pulmonology,Radiology
658,Gayatri Pandey,Dermatology,Emergency
659,Sunita Bansal,Gastroenterology,Radiology
660,Ritu Arora,Neurology,OPD
661,Lakshmi Rao,Nephrology,Radiology
662,Sarita Murthy,Gastroenterology,Rehab
663,Madhav Joshi,Dermatology,OPD
664,Alok Saluja,Oncology,Radiology
665,Manoj Kashyap,Oncology,Diagnostics
666,Lakshmi Aggarwal,ENT,Emergency
667,Hemant Mishra,Pulmonology,Surgery
668,Shreya Tandon,Cardiology,Surgery
669,Preeti Chowdhury,Nephrology,OPD
670,Arun Upadhyay,Pediatrics,Pathology
671,Kushal Khanna,Gastroenterology,Pathology
672,Dev Rawat,Neurology,OPD
673,Kiran Malhotra,Pulmonology,Emergency
674,Anmol Goel,Nephrology,Pathology
675,Padmini Saxena,Cardiology,ICU
676,Vinita Chatterjee,ENT,ICU
677,Priya Arora,Pediatrics,OPD
678,Sameer Rawat,Pediatrics,Emergency
679,Rajesh Thakur,Neurology,Rehab
680,Krishna Mookerjee,Pulmonology,Pathology
681,Preeti Goel,Pediatrics,Surgery
682,Harish Jain,Orthopedics,Rehab
683,Neha Arora,Gastroenterology,Pathology
684,Tarun Mookerjee,Dermatology,OPD
685,Shyam Sharma,Orthopedics,Emergency
686,Trisha Pillai,Pediatrics,Radiology
687,Abhay Mathur,Oncology,Radiology
688,Varun Grover,Neurology,Rehab
689,Sanjay Chauhan,Dermatology,Surgery
690,Anita Goel,Orthopedics,Radiology
691,Ruchi Khanna,Neurology,Surgery
692,Sonia Singh,ENT,Surgery
693,Madhav Sandhu,Nephrology,Radiology
694,Anil Nair,Neurology,Rehab
695,Monika Pandey,Oncology,Surgery
696,Rohit Parashar,Gastroenterology,OPD
697,Mahesh Mishra,Cardiology,OPD
698,Harish Malhotra,Oncology,OPD
699,Padmini Tandon,Oncology,ICU
700,Kiran Dutta,ENT,Emergency
701,Kabir Murthy,Gastroenterology,Diagnostics
702,Priya Reddy,Neurology,Radiology
703,Preeti Hooda,Gastroenterology,Surgery
704,Rajat Roy,Gastroenterology,Rehab
705,Rajat Oberoi,Gastroenterology,Diagnostics
706,Ananya Bhatt,Gastroenterology,ICU
707,Deepa Tiwari,Gastroenterology,Emergency
708,Gayatri Banerjee,Cardiology,OPD
709,Kiran Verma,Orthopedics,Pathology
710,Sonia Swamy,Orthopedics,OPD
711,Mahesh Mookerjee,Neurology,ICU
712,Preeti Mukherjee,Pulmonology,OPD
713,Pallavi Saxena,Cardiology,Radiology
714,Santosh Pandey,Pulmonology,ICU
715,Pooja Iyengar,Nephrology,ICU
716,Shyam Menon,Oncology,Pathology
717,Gaurav Hooda,Pulmonology,OPD
718,Monika Tyagi,ENT,Radiology
719,Padma Saxena,Nephrology,Radiology
720,Ananya Pillai,Pulmonology,Radiology
721,Santosh Parashar,Nephrology,Emergency
722,Mukul Chatterjee,Nephrology,Emergency
723,Sudha Iyengar,Nephrology,Surgery
724,Rekha Sidhu,Pediatrics,Surgery
725,Nisha Thakur,Pediatrics,Radiology
726,Suresh Tripathi,Dermatology,Diagnostics
727,Vikram Dasgupta,Dermatology,OPD
728,Shreya Das,Neurology,Surgery
729,Farhan Sehgal,Orthopedics,ICU
730,Ishita Khanna,Cardiology,ICU
731,Mahesh Murthy,Nephrology,Surgery
732,Sneha Kohli,Cardiology,Surgery
733,Dinesh Iyengar,Cardiology,OPD
734,Dev Gupta,Cardiology,Emergency
735,Sonal Khan,Cardiology,Emergency
736,Mahesh Dubey,Oncology,Rehab
737,Yogesh Yadav,Orthopedics,Emergency
738,Santosh Sen,Cardiology,Radiology
739,Kiran Bhatt,ENT,Pathology
740,Ishita Verma,Neurology,Diagnostics
741,Chitra Chowdhury,Gastroenterology,Pathology
742,Vivek Ray,Nephrology,OPD
743,Monika Juneja,Oncology,ICU
744,Aparna Kashyap,Nephrology,Surgery
745,Seema Gill,Oncology,Pathology
746,Shreya Nigam,Orthopedics,Rehab
747,Pooja Pillai,Gastroenterology,ICU
748,Nandini Chauhan,Oncology,Surgery
749,Ajay Menon,ENT,ICU
750,Ishita Bose,Dermatology,Pathology
751,Siddharth Deshmukh,Orthopedics,Rehab
752,Harish Bhatt,Pulmonology,Radiology
753,Krishna Menon,Gastroenterology,OPD
754,Gaurav Rajput,Pediatrics,Radiology
755,Krishna Dasgupta,Orthopedics,Diagnostics
756,Madhav Dasgupta,Pediatrics,Radiology
757,Anil Bansal,Pulmonology,ICU
758,Ruchi Saxena,Gastroenterology,Diagnostics
759,Akhil Banerjee,Dermatology,Diagnostics
760,Ashok Ray,Dermatology,Rehab
761,Bhavana Arora,Dermatology,Emergency
762,Sameer Nigam,Oncology,Diagnostics
763,Kabir Iyer,Pulmonology,Emergency
764,Ruchi Ray,Oncology,Radiology
765,Bhavna Saluja,Pulmonology,Diagnostics
766,Shalini Iyer,Pediatrics,OPD
767,Chitra Ray,Pediatrics,Rehab
768,Chitra Datta,ENT,Surgery
769,Arvind Gupta,Dermatology,Diagnostics
770,Kiran Nigam,Oncology,Rehab
771,Varun Kapoor,Nephrology,Surgery
772,Padmini Purohit,Pulmonology,Surgery
773,Saira Nair,ENT,OPD
774,Kiran Rangnathan,Neurology,Radiology
775,Krishna Rawat,Neurology,Diagnostics
776,Sneha Menon,Orthopedics,Rehab
777,Arvind Rao,Gastroenterology,Rehab
778,Yogesh Chhabra,Pulmonology,Rehab
779,Ajay Rajput,Nephrology,Emergency
780,Amol Parashar,Orthopedics,Rehab
781,Shyam Ghosh,ENT,Emergency
782,Monika Iyengar,Pediatrics,Pathology
783,Suresh Nair,Orthopedics,Surgery
784,Usha Chakraborty,Pediatrics,ICU
785,Gayatri Grover,Oncology,OPD
786,Charu Bose,Orthopedics,ICU
787,Gayatri Iyer,Cardiology,Surgery
788,Siddharth Grover,Orthopedics,OPD
789,Ananya Menon,Nephrology,Pathology
790,Tarun Bhatt,Pulmonology,Diagnostics
791,Sonal Thakur,Cardiology,Diagnostics
792,Padmini Rao,Pulmonology,Surgery
793,Ajay Chauhan,Nephrology,Surgery
794,Akhil Menon,Nephrology,OPD
795,Sarita Bajaj,ENT,ICU
796,Sunita Patel,Pulmonology,ICU
797,Tina Grover,Nephrology,Emergency
798,Charu Patel,Cardiology,OPD
799,Gayatri Ghosh,Cardiology,Diagnostics
800,Rajat Bahl,Neurology,Emergency
801,Sonal Khanna,ENT,OPD
802,Anita Deshmukh,Pediatrics,ICU
803,Sonal Sandhu,Gastroenterology,Diagnostics
804,Varun Mehta,Pulmonology,Surgery
805,Aditya Pillai,Gastroenterology,Pathology
806,Monika Luthra,Nephrology,Emergency
807,Indira Arora,Cardiology,OPD
808,Manoj Krishnan,Pediatrics,Surgery
809,Ramesh Sen,Pulmonology,Diagnostics
810,Padma Wadhwa,Dermatology,ICU
811,Indira Sehgal,Pediatrics,ICU
812,Preeti Tiwari,Pulmonology,ICU
813,Amit Datta,Nephrology,Radiology
814,Rita Gill,Pulmonology,Emergency
815,Ruchi Talwar,Nephrology,Rehab
816,Rita Khanna,Gastroenterology,OPD
817,Dinesh Chauhan,Neurology,Radiology
818,Yogesh Ray,Gastroenterology,Rehab
819,Kabir Yadav,Neurology,OPD
820,Rita Luthra,Neurology,Diagnostics
821,Shalini Bhatt,ENT,Surgery
822,Nisha Chauhan,Dermatology,Pathology
823,Rajiv Mukhopadhyay,Gastroenterology,ICU
824,Ashok Bhatt,Nephrology,ICU
825,Manoj Arora,Pediatrics,Rehab
826,Amit Reddy,Oncology,Surgery
827,Ruchi Naidu,Neurology,Surgery
828,Amit Dubey,Neurology,Radiology
829,Rekha Hooda,ENT,Diagnostics
830,Amol Dubey,Pediatrics,Radiology
831,Monika Deshmukh,Pediatrics,Surgery
832,Vikram Rangnathan,Pulmonology,Diagnostics
833,Lata Luthra,Orthopedics,Diagnostics
834,Yogesh Naidu,Oncology,Rehab
835,Neha Yadav,Pediatrics,Surgery
836,Rita Sandhu,Pulmonology,Pathology
837,Indira Singh,Orthopedics,Rehab
838,Gaurav Rawat,Gastroenterology,Diagnostics
839,Bhavana Gill,Orthopedics,Rehab
840,Bhavna Guha,ENT,Emergency
841,Chitra Das,Pediatrics,Rehab
842,Tarun Tiwari,Pulmonology,Radiology
843,Lavanya Mukhopadhyay,Gastroenterology,Diagnostics
844,Padmini Bansal,Pediatrics,Emergency
845,Ishita Bhat,Pediatrics,Radiology
846,Usha Bansal,Dermatology,Surgery
847,Siddharth Chopra,Neurology,Diagnostics
848,Rajat Anand,Pediatrics,OPD
849,Geeta Sehgal,Oncology,Pathology
850,Kabir Mukherjee,Dermatology,Radiology
851,Manoj Nigam,Neurology,Emergency
852,Lavanya Swamy,Orthopedics,OPD
853,Preeti Roy,Orthopedics,Pathology
854,Mahesh Tandon,Gastroenterology,Emergency
855,Tina Bhattacharya,Neurology,Radiology
856,Kiran Kulkarni,Gastroenterology,Surgery
857,Shreya Mukherjee,Orthopedics,ICU
858,Abhay Sidhu,ENT,Diagnostics
859,Geeta Ghosh,ENT,Surgery
860,Indira Puri,Nephrology,Pathology
861,Anmol Ghosh,Dermatology,Diagnostics
862,Parveen Murthy,ENT,Surgery
863,Sonia Sehgal,Pulmonology,Pathology
864,Bhavna Rao,Dermatology,Pathology
865,Chandan Nambiar,Gastroenterology,Diagnostics
866,Bhavna Ahluwalia,Dermatology,OPD
867,Trisha Dasgupta,Cardiology,Diagnostics
868,Shreya Malhotra,Gastroenterology,OPD
869,Vinita Chauhan,Nephrology,Emergency
870,Priya Kulkarni,Dermatology,Radiology
871,Madhav Sehgal,Cardiology,Pathology
872,Kavita Naidu,Cardiology,Pathology
873,Arvind Bansal,Orthopedics,Pathology
874,Vivek Wadhwa,Neurology,Diagnostics
875,Bhavana Anand,Nephrology,Surgery
876,Sarita Kohli,ENT,Radiology
877,Kavita Mukhopadhyay,Orthopedics,Rehab
878,Prakash Deshmukh,Cardiology,Surgery
879,Sameer Purohit,Gastroenterology,ICU
880,Gaurav Verma,Pediatrics,Emergency
881,Aparna Singh,ENT,Radiology
882,Aditya Menon,Nephrology,Emergency
883,Saira Pillai,Neurology,Rehab
884,Ajay Gill,Oncology,Surgery
885,Harish Rawat,Cardiology,Radiology
886,Seema Bhatt,Dermatology,Pathology
887,Ajay Mehta,Nephrology,Surgery
888,Bhavana Bhattacharya,Gastroenterology,ICU
889,Tina Sethi,ENT,Emergency
890,Rakesh Saxena,ENT,Emergency
891,Padmini Guha,Gastroenterology,ICU
892,Saira Chowdhury,Oncology,Emergency
893,Ramesh Pathak,Gastroenterology,Emergency
894,Charu Rajput,Nephrology,Diagnostics
895,Harish Dubey,Nephrology,Surgery
896,Omkar Anand,Gastroenterology,Radiology
897,Rekha Roy,Nephrology,ICU
898,Alok Patel,Cardiology,OPD
899,Indira Saxena,Nephrology,Pathology
900,Sarita Tripathi,ENT,ICU
901,Sudha Rao,Orthopedics,OPD
902,Sonia Jain,ENT,Emergency
903,Arun Sharma,Orthopedics,ICU
904,Rakesh Swamy,Oncology,Emergency
905,Rakesh Murthy,Cardiology,OPD
906,Mukul Bhat,Orthopedics,Radiology
907,Naveen Talwar,ENT,Surgery
908,Aparna Guha,Orthopedics,Surgery
909,Nandini Reddy,Orthopedics,Radiology
910,Sudha Verma,ENT,Surgery
911,Padmini Kohli,Pediatrics,Rehab
912,Akhil Grover,Pediatrics,Emergency
913,Padmini Bose,Oncology,OPD
914,Nandini Bhattacharya,Dermatology,ICU
915,Ashok Bhattacharya,Dermatology,ICU
916,Kiran Rao,Oncology,OPD
917,Harish Wadhwa,Pediatrics,Diagnostics
918,Arun Kulkarni,Orthopedics,Surgery
919,Rita Kashyap,Nephrology,Emergency
920,Farhan Bose,Nephrology,Radiology
921,Trisha Menon,Orthopedics,Diagnostics
922,Alok Subramanian,Neurology,OPD
923,Sameer Bhatt,Pediatrics,Pathology
924,Kavita Yadav,Pulmonology,Surgery
925,Sudha Menon,Nephrology,Pathology
926,Rajesh Verma,Dermatology,Surgery
927,Amit Chopra,Gastroenterology,Surgery
928,Dinesh Chopra,Pulmonology,Rehab
929,Manoj Bansal,Nephrology,Surgery
930,Suresh Oberoi,Dermatology,Radiology
931,Nisha Bansal,Oncology,OPD
932,Dinesh Choudhury,Dermatology,Rehab
933,Padmini Puri,Orthopedics,Emergency
934,Smita Hooda,Dermatology,Emergency
935,Ritu Bhatt,Dermatology,ICU
936,Harini Bansal,Nephrology,Surgery
937,Aditya Wadhwa,Nephrology,Emergency
938,Gaurav Upadhyay,Neurology,Surgery
939,Divya Oberoi,Gastroenterology,Emergency
940,Rakesh Puri,Neurology,Pathology
941,Sudha Khanna,Nephrology,Emergency
942,Rajat Saxena,Gastroenterology,Emergency
943,Ramesh Sood,Neurology,OPD
944,Divya Datta,Neurology,OPD
945,Rajiv Dubey,ENT,OPD
946,Bhavana Patel,Orthopedics,OPD
947,Abhay Sehgal,Cardiology,Pathology
948,Rajiv Menon,Gastroenterology,Rehab
949,Rohit Bhat,Dermatology,Diagnostics
950,Swati Yadav,Neurology,Surgery
951,Nisha Chowdhury,Pulmonology,Pathology
952,Arun Puri,Pulmonology,Pathology
953,Kavita Chauhan,Pediatrics,Emergency
954,Naveen Sethi,Cardiology,OPD
955,Ashok Shetty,Dermatology,Diagnostics
956,Yogesh Bahl,Orthopedics,Emergency
957,Rita Chowdhury,Nephrology,Surgery
958,Shyam Sandhu,Neurology,Pathology
959,Parveen Bansal,Pediatrics,Radiology
960,Ananya Mookerjee,Dermatology,ICU
961,Prakash Kashyap,Gastroenterology,OPD
962,Ruchi Banerjee,Neurology,Emergency
963,Usha Roy,Pediatrics,Radiology
964,Alok Swamy,Pediatrics,OPD
965,Vikram Ahluwalia,ENT,ICU
966,Rita Naidu,Orthopedics,Emergency
967,Abhay Jain,Nephrology,Pathology
968,Veena Chhabra,Oncology,Radiology
969,Lata Banerjee,Neurology,ICU
970,Omkar Sidhu,Oncology,Surgery
971,Indira Upadhyay,Pediatrics,ICU
972,Naveen Chauhan,Pulmonology,Pathology
973,Sonia Bansal,Nephrology,Radiology
974,Kiran Mukherjee,Dermatology,Emergency
975,Deepa Deshmukh,Gastroenterology,OPD
976,Seema Bansal,ENT,Surgery
977,Vinita Talwar,Dermatology,Emergency
978,Shyam Mukhopadhyay,Oncology,Diagnostics
979,Ishita Deshmukh,Cardiology,OPD
980,Vivek Rangnathan,Nephrology,Pathology
981,Vivek Luthra,ENT,Radiology
982,Mukul Menon,ENT,ICU
983,Pooja Tiwari,Dermatology,Pathology
984,Arun Rangnathan,Pediatrics,Surgery
985,Rajesh Wadhwa,Dermatology,ICU
986,Kabir Bansal,Pulmonology,Pathology
987,Krishna Aggarwal,ENT,Surgery
988,Neha Menon,ENT,Surgery
989,Amit Sidhu,Cardiology,Pathology
990,Gaurav Banerjee,ENT,Diagnostics
991,Usha Jain,Orthopedics,Rehab
992,Seema Choudhury,Cardiology,Rehab
993,Nisha Pillai,Pediatrics,Pathology
994,Amol Tripathi,Neurology,Surgery
995,Mahesh Oberoi,Oncology,OPD
996,Anita Choudhury,Dermatology,ICU
997,Sameer Deshmukh,Orthopedics,Rehab
998,Pooja Sandhu,Oncology,Rehab
999,Tina Choudhury,Cardiology,Diagnostics
1000,Ashok Srivastava,Dermatology,Radiology
1001,Padmini Iyengar,Dermatology,Pathology
1002,Priya Gupta,ENT,Rehab
1003,Ramesh Hooda,Oncology,Radiology
1004,Rohit Bajaj,Neurology,Emergency
1005,Lavanya Saluja,Neurology,Diagnostics
1006,Aditya Nigam,Neurology,Surgery
1007,Harish Mishra,Gastroenterology,OPD
1008,Nandini Purohit,Dermatology,Radiology
1009,Sneha Hooda,ENT,Surgery
1010,Omkar Kulkarni,Oncology,Pathology
1011,Yogesh Ghosh,Nephrology,Surgery
1012,Rajesh Singh,Nephrology,Rehab
1013,Nisha Verma,Gastroenterology,Emergency
1014,Dinesh Hooda,Orthopedics,Emergency
1015,Chandan Reddy,Pulmonology,Pathology
1016,Dev Patel,Pediatrics,Surgery
1017,Monika Sen,Orthopedics,Rehab
1018,Sneha Nair,Pediatrics,Diagnostics
1019,Sameer Chowdhury,Pediatrics,Emergency
1020,Neha Sen,Pulmonology,Diagnostics
1021,Deepa Malhotra,ENT,Surgery
1022,Rajesh Mehta,Gastroenterology,OPD
1023,Tarun Nair,ENT,Emergency
1024,Anmol Khan,Gastroenterology,Emergency
1025,Rohit Reddy,Pediatrics,OPD
1026,Sneha Bose,Orthopedics,OPD
1027,Sneha Bahl,Cardiology,Pathology
1028,Dev Dutta,ENT,Surgery
1029,Sunita Kashyap,Oncology,Radiology
1030,Rakesh Sethi,Pediatrics,Surgery
1031,Anita Menon,Pulmonology,ICU
1032,Prakash Menon,Pediatrics,Radiology
1033,Varun Iyengar,Oncology,Surgery
1034,Chitra Joshi,Cardiology,OPD
1035,Monika Mukhopadhyay,Gastroenterology,Pathology
1036,Alok Rangnathan,Pediatrics,Radiology
1037,Anil Kashyap,Nephrology,Diagnostics
1038,Gayatri Khanna,Nephrology,Pathology
1039,Kiran Singh,Neurology,Diagnostics
1040,Madhav Chauhan,Oncology,Radiology
1041,Smita Menon,Orthopedics,OPD
1042,Sanjay Sehgal,Nephrology,Diagnostics
1043,Geeta Bhat,Cardiology,ICU
1044,Nandini Bose,ENT,Radiology
1045,Alok Chakraborty,Cardiology,OPD
1046,Amol Rajput,Pulmonology,Surgery
1047,Ishita Saxena,Pediatrics,Diagnostics
1048,Ritu Das,Neurology,Radiology
1049,Sameer Joshi,Pulmonology,ICU
1050,Ashok Chhabra,Pediatrics,Radiology
1051,Sanjay Sandhu,Nephrology,Pathology
1052,Kartik Mathur,Dermatology,Pathology
1053,Veena Luthra,Neurology,Diagnostics
1054,Arvind Aggarwal,Cardiology,Rehab
1055,Alok Thakur,Cardiology,Emergency
1056,Aditya Purohit,Oncology,Radiology
1057,Harini Bhat,Gastroenterology,Emergency
1058,Sonal Datta,Pediatrics,ICU
1059,Gayatri Guha,Orthopedics,Rehab
1060,Kavita Tyagi,Pediatrics,Diagnostics
1061,Vikram Verma,Pulmonology,Rehab
1062,Shreya Chakraborty,Orthopedics,ICU
1063,Prakash Talwar,Orthopedics,Emergency
1064,Farhan Chauhan,Oncology,ICU
1065,Kushal Chhabra,Dermatology,Rehab
1066,Varun Reddy,Pediatrics,Rehab
1067,Prakash Sidhu,Nephrology,OPD
1068,Bhavana Menon,ENT,OPD
1069,Charu Ghosh,Nephrology,Radiology
1070,Hemant Roy,Pediatrics,Diagnostics
1071,Madhav Upadhyay,ENT,Surgery
1072,Rekha Pathak,Gastroenterology,Pathology
1073,Lata Subramanian,Cardiology,Surgery
1074,Preeti Oberoi,Dermatology,ICU
1075,Sudha Sehgal,Pediatrics,Pathology
1076,Chitra Reddy,Orthopedics,Rehab
1077,Kartik Chauhan,Oncology,Diagnostics
1078,Ananya Reddy,Orthopedics,Radiology
1079,Dev Murthy,Nephrology,ICU
1080,Dev Guha,Cardiology,Diagnostics
1081,Kartik Sood,Dermatology,Diagnostics
1082,Kabir Thakur,Neurology,OPD
1083,Ruchi Grover,Cardiology,Surgery
1084,Priya Mookerjee,Orthopedics,ICU
1085,Rajiv Oberoi,Cardiology,Radiology
1086,Krishna Subramanian,Neurology,OPD
1087,Ananya Krishnan,Gastroenterology,OPD
1088,Vinita Kohli,Neurology,Rehab
1089,Ajay Ghosh,Cardiology,Emergency
1090,Lakshmi Nambiar,Gastroenterology,ICU
1091,Ramesh Sandhu,Oncology,Rehab
1092,Kushal Mukherjee,Pediatrics,Diagnostics
1093,Smita Reddy,Cardiology,Rehab
1094,Sudha Upadhyay,Cardiology,Radiology
1095,Amol Bhatt,Pediatrics,Surgery
1096,Madhav Subramanian,Neurology,Pathology
1097,Dinesh Bhatt,Dermatology,OPD
1098,Varun Swamy,Nephrology,Emergency
1099,Sonal Bhat,Dermatology,Diagnostics
1100,Divya Kulkarni,Neurology,Rehab
1101,Aditya Gill,ENT,Surgery
1102,Shyam Guha,Nephrology,Radiology
1103,Lavanya Nigam,ENT,Rehab
1104,Sudha Mukherjee,Oncology,Rehab
1105,Sudha Rangnathan,Pulmonology,OPD
1106,Sneha Sehgal,Orthopedics,Pathology
1107,Kushal Iyengar,Nephrology,Rehab
1108,Monika Nigam,Neurology,Diagnostics
1109,Trisha Sehgal,Neurology,Radiology
1110,Madhav Deshmukh,Pediatrics,OPD
1111,Sanjay Swamy,Oncology,Rehab
1112,Sunita Upadhyay,ENT,Radiology
1113,Nisha Patel,Neurology,ICU
1114,Yogesh Tandon,Nephrology,OPD
1115,Dinesh Rawat,Nephrology,Diagnostics
1116,Rakesh Das,Dermatology,Rehab
1117,Harini Oberoi,Neurology,Emergency
1118,Geeta Nambiar,Orthopedics,Surgery
1119,Saira Mathur,Nephrology,ICU
1120,Gaurav Chowdhury,Gastroenterology,Pathology
1121,Madhav Saluja,Gastroenterology,Diagnostics
1122,Parveen Naidu,Gastroenterology,Emergency
1123,Tina Thakur,Neurology,Diagnostics
1124,Priya Tandon,Cardiology,Surgery
1125,Nandini Nambiar,Dermatology,Diagnostics
1126,Pooja Dasgupta,Pulmonology,Radiology
1127,Veena Kulkarni,Pulmonology,ICU
1128,Rajesh Mishra,Oncology,Emergency
1129,Meera Khan,Nephrology,Diagnostics
1130,Naveen Anand,Pulmonology,Diagnostics
1131,Kavita Menon,Neurology,Emergency
1132,Varun Talwar,ENT,Emergency
1133,Dev Malhotra,Pediatrics,Rehab
1134,Veena Rawat,Nephrology,OPD
1135,Charu Saxena,Pediatrics,Diagnostics
1136,Sarita Subramanian,Nephrology,Surgery
1137,Harini Chauhan,Pulmonology,ICU
1138,Rakesh Choudhury,Nephrology,Radiology
1139,Hemant Sidhu,Orthopedics,Surgery
1140,Swati Kashyap,Oncology,Radiology
1141,Vikram Singh,Cardiology,Radiology
1142,Divya Dasgupta,Oncology,Rehab
1143,Santosh Iyengar,Pulmonology,OPD
1144,Rahul Mathur,Nephrology,Radiology
1145,Kartik Wadhwa,Nephrology,Pathology
1146,Swati Nambiar,Dermatology,OPD
1147,Akhil Guha,Oncology,OPD
1148,Sameer Swamy,Pediatrics,Radiology
1149,Suresh Mookerjee,Oncology,Pathology
1150,Gayatri Khan,ENT,Rehab
1151,Anmol Bhatt,Pulmonology,Emergency
1152,Nandini Rajput,Orthopedics,Rehab
1153,Seema Sethi,Cardiology,Rehab
1154,Harini Mukherjee,ENT,OPD
1155,Sunita Iyer,Dermatology,Pathology
1156,Harish Yadav,Orthopedics,Rehab
1157,Mukul Oberoi,ENT,Surgery
1158,Aditya Juneja,Neurology,Emergency
1159,Hemant Sehgal,Cardiology,Surgery
1160,Krishna Datta,Pulmonology,Diagnostics
1161,Kushal Ray,Neurology,Surgery
1162,Nandini Thakur,Nephrology,ICU
1163,Arun Mukherjee,Dermatology,Radiology
1164,Gayatri Gill,Neurology,ICU
1165,Sneha Chauhan,Dermatology,Emergency
1166,Lata Talwar,ENT,OPD
1167,Ritu Saxena,Pulmonology,Rehab
1168,Lata Khan,Orthopedics,Radiology
1169,Divya Dubey,Gastroenterology,Rehab
1170,Sameer Tripathi,Neurology,Radiology
1171,Aparna Thakur,Gastroenterology,Diagnostics
1172,Sanjay Yadav,ENT,Surgery
1173,Tina Luthra,Pediatrics,Surgery
1174,Divya Sethi,Cardiology,Emergency
1175,Ishita Nigam,Neurology,Rehab
1176,Ramesh Mehta,Pulmonology,Emergency
1177,Kartik Singh,Neurology,OPD
1178,Parveen Dasgupta,Oncology,Radiology
1179,Rakesh Mathur,Pulmonology,Pathology
1180,Rita Krishnan,Oncology,Surgery
1181,Bhavana Dubey,Neurology,Radiology
1182,Amol Chauhan,Cardiology,Pathology
1183,Rahul Saluja,Dermatology,Emergency
1184,Siddharth Srivastava,Nephrology,Radiology
1185,Smita Gill,Gastroenterology,OPD
1186,Nisha Bhat,Pediatrics,Emergency
1187,Parveen Tripathi,Cardiology,Surgery
1188,Padmini Sood,Nephrology,Radiology
1189,Ashok Das,ENT,ICU
1190,Ramesh Puri,Pediatrics,Surgery
1191,Yogesh Chatterjee,Nephrology,Diagnostics
1192,Parveen Choudhury,Orthopedics,Diagnostics
1193,Pallavi Pathak,Pediatrics,Rehab
1194,Suresh Menon,Nephrology,OPD
1195,Madhav Bose,Neurology,Radiology
1196,Rajesh Bahl,Orthopedics,Radiology
1197,Rita Tripathi,ENT,Pathology
1198,Swati Thakur,ENT,OPD
1199,Aditya Joshi,Pulmonology,Pathology
1200,Mahesh Dutta,Cardiology,Radiology
1201,Tina Nair,Pulmonology,Radiology
1202,Harini Patel,Oncology,Diagnostics
1203,Sarita Khanna,Pediatrics,Surgery
1204,Anil Bhatt,Dermatology,OPD
1205,Geeta Hooda,Gastroenterology,Diagnostics
1206,Tarun Chakraborty,Dermatology,Rehab
1207,Siddharth Datta,Nephrology,Radiology
1208,Omkar Bajaj,Pulmonology,OPD
1209,Siddharth Jain,Gastroenterology,Radiology
1210,Madhav Goel,Orthopedics,Surgery
1211,Ajay Arora,Pulmonology,Rehab
1212,Divya Ray,Neurology,Emergency
1213,Anita Sharma,Neurology,Diagnostics
1214,Tina Chhabra,ENT,Surgery
1215,Omkar Yadav,Neurology,Diagnostics
1216,Sonia Choudhury,Dermatology,Surgery
1217,Trisha Rajput,Dermatology,Surgery
1218,Anmol Patel,Nephrology,OPD
1219,Tarun Srivastava,Pediatrics,Emergency
1220,Ishita Tyagi,Orthopedics,Diagnostics
1221,Lakshmi Das,Nephrology,Pathology
1222,Usha Ghosh,Pediatrics,Surgery
1223,Manoj Ahluwalia,Oncology,Surgery
1224,Lavanya Yadav,Dermatology,Rehab
1225,Hemant Bajaj,Cardiology,Radiology
1226,Kavita Kashyap,Orthopedics,OPD
1227,Sudha Tripathi,Dermatology,Rehab
1228,Usha Reddy,Pulmonology,Emergency
1229,Deepa Chhabra,Pediatrics,Emergency
1230,Bhavana Iyengar,Nephrology,Pathology
1231,Ashok Purohit,Pediatrics,Pathology
1232,Deepa Sandhu,Pediatrics,Radiology
1233,Santosh Chopra,ENT,Diagnostics
1234,Akhil Sandhu,ENT,Diagnostics
1235,Amol Saxena,Pediatrics,Surgery
1236,Shalini Khanna,Dermatology,Rehab
1237,Kiran Rajput,Cardiology,Rehab
1238,Rakesh Ray,Gastroenterology,Pathology
1239,Omkar Dasgupta,Nephrology,Emergency
